svc_id,svc_order_id,svc_role,svc_year,svc_district,svc_circuit,svc_par_cong_inst
256,1,Pastor,2020-2022,Siassi,,Yangla Congregation
258,1,Pastor,2019-2022,Siassi,,"Mabey Parish, Kampalap Congregation"
262,1,Pastor,202_2006,Yabem,Menyamya,Corncordia
276,1,Autim Tok,2021,Obura Waninara,Kambaidam,Asarengka
299,1,Pastor,2009,Hagen,Engkal,Keralpong
308,1,Home Evangelist,1992-2024,Yabem,Menyamya,Menya Congrigation
310,1,Pastor,22o19 - 2015-2019,Yabem,Sangang,Ngawasi Parish
325,1,Parish Pastor,2019-2023,Yabem,Laulu,Situm
327,1,Kaname,1984-1985,Yabem,Kaintiba,Iwambu
331,1,Pastor,2010-2014,Yabem,Yabem,Buma Parish
332,1,Ass Parish Pastor,2014-2015,Yabem,Lae,St Peter Parish
333,1,Pastor,2006-2010,Jabem,Wampar,Malarina
339,1,Pastor,2022,Hagen,Tiria,Epugla
352,1,Pastor,2019,Hagen,Kalvary,Kelengha
388,1,,1997,,,
16,2,Pastor,2021,East Simbu,Mu,Yobatole
17,2,Pastor ,2022,Jabim ,Malaloc ,Bunanuwe 
18,2,Pastor,2012,East Simbu,Mu,Suyobo
19,2,Pastor ,2011 -2016,Yabim ,Lae Siti ,Kuiso
22,2,Cong President,2000-23,Goroka ,Town (Goroka ),St Mathew 
25,2,Pastor ,2006-12,Siassi ,Kowai ,Padamot 
29,2,Skul,1983-1984,Hagen,Haibans,Seminari
33,2,Pastor ,2016,Yabem ,Lae City ,Buhalu 
34,2,Pastor,2014-2018,Jabem,Aseki,Aiya 
35,2,Pastor ,2019,Hagen ,Calvary ,Kelengha 
36,2,Pastor,1989,Kainantu,Lihona,Kuyahapa
37,2,Pastor ,5 years ,Madang ,Amele,Nobonob
39,2,Pastor ,2000,Siassi ,Paramot,Barim
41,2,Pastor ,2002-23,Hagen ,Kogle ,
45,2,,2001-2003,Madang ,Biram ,Maweroro
51,2,Pastor ,2009-2015,Jiwaka ,Banz,Mugang/Fatima Sec
52,2,Study Coord,2019-2024,Karkar,Tagub,Kalul
54,2,Seket Secretary,2001-2005,Kainantu,Lihona,Yagafonave
58,2,Pastor ,2023,Karkar ,Tagub ,Kevasob
67,2,Pastor,2016-2023,Karkar,Bagbaga,Tubudhun
68,2,Pastor ,1992-94,Madang ,Waniuma ,Amben
69,2,Pastor ,2023,Karkar,Tagub,Kubasop
71,2,,3,Madang,Begesin,Usino
73,2,Pastor ,1991-96,Hagen,Ogelbeng,Bomri
75,2,Pastor ,2020,Karkar ,Tagub ,Makudui
76,2,Pastor,2010,Karkar,Bumsol,Hebe
77,2,Pastor ,2015-19,Yabim,Sangang ,Gawasi 
78,2,Pastor,2017-2022,Yabim,Wampar,Saga
82,2,Pastor ,1994-98,Yabim,Kayapit,Bethel Paris
183,2,Congregation Pastor,2014-2019,East Simbu,Kings,Trinity Congregation
185,2,Enelgelis,2003,Kainantu,Lihona,Ygafonave
186,2, Seket Secretary,2001-2005,Kainantu,Lihona,Yagafenave
187,2,Parish Pastor,2016,East Simbu,Mu,Suyobo
190,2,Pastor,2000-2004,Kote,Kalasa,Mineneko
191,2,Parish Pastor,2019,Henganofi,Faiyantina,Riwo Parish
192,2,,6,Yabem,Sangang,Daum
303,2,Pastor,2014,Hagen,Kolge,Waghi
94,2,Pastor,1991-1999,Goroka ,Faitina,Immanuel 
97,2,Pastor,2013-17,Goroka ,Agotu,Karuka 
99,2,Pastor,2020-24,Mumeng ,,Jclc 
103,2,Pastor,1984-85,Jabem,Lae City ,Our Savior 
105,2,Pastor,1990-24,Immanuel,Wapi,Rami
107,2,Pastor,2009-13,Madang ,Biriau,Mebu
109,2,Pastor,2007-12,Simbu,Nulainin,Igidi
112,2,Pastor,1996-10,Karkar,Bumso,Heba
117,2,Pastor,1993-98,Hagen,Hasimo,Kondapina
120,2,Pastor,2013-15,Immanuel,Ialibu ,Siwi 
121,2,Pastor,2023-25,Siassi,,Gune 
140,2,Pastor,1981-24,Simbu,Nomane ,Maine 
145,2,Pastor,1987-91,Simbu,Monono,Dumagomia
150,2,Pastor,2010-24,Hagen,City ,English Cong
154,2,Pastor,1987-91,Goroka ,Asaroka,Yaukawe
156,2,Pastor,2011-16,Hagen ,Alkena ,Alta 
157,2,Pastor,2016-20,Hagen,Alkena,Babrage
241,2,Eavangelist,2023-1991,Kianantu,Raipinka,Onenofi
242,2,Henkae Kong,2023-2019,Kainantu,Raipinka,Bus Division
243,2,Pastor,2010-2013,Kote,,Kuma
247,2,Pastor,2017-2021,Madang,Biliau,Sangpat
249,2,Pastor,2008-2014,Kote,Zaka,Agie
251,2,,1987-1990,Kote,Garaina,
253,2,Pastoral Care,2018-2019,Kote,Sattelberg,Sasibona
254,2,Pastor,1996-2023,Hagen,City Circuit,Bethel Pidgin Congregation
255,2,Chaplain,2015-2016,Yabim,Lae City,Unitech
256,2,Pastor,2023,Siassi,,Sakar Congregation
258,2,Pastor,2023,Hagen,Kalvari,Rugli
260,2,Pastor,2017,Hagen,Ogelbeng,Tipuka Memorial Church
261,2,Pastor,1995-2000,Simbu,Mu,Muina Parish
262,2,Pastor,2007-2011,Yabem,Yabem,Gingala
265,2,Pastor,2016,Hagen,Alta,Galilee
266,2,Pastor,2014,Hagen,Kogle,Mhak Parish
267,2,Pastor,2019-,Hagen,Kotna,Tepoka Parish
269,2,Pastor,2010,Hagen,Alta,Kakul
272,2,Pastor,2010-2019,Hagen,Alkena,Andomanda
274,2,Pastor,2017,Hagen,Oalta,Kaugul
275,2,Pastor,1978,Hagen,Alkcna,Birop
276,2,Autim Tok,2022,Obura Waninara,Kambaidam,Asarengka
277,2,Pastor,2021-,Hagen,Alkena,Gia
279,2,Pastor,2003,Hagen,Kotna,Teka-Miti
281,2,Pastor,2017-2024,Boana,,
282,2,Assistant Circuit President,2023,Kote,Quembung,Hamaka
283,2,Pastor,2014-2021,Hagen,Ogelbeng,Emmanuel
285,2,Pastor,2013,Hagen,Tiria,Hetwara
286,2,Pastor,2008,Boana,,
287,2,Preaching,2010,Kianantu,Kambaidam,St Moris Congregation
288,2,Pastor,2010-2013,Jiwaka,Tabibuga,Kosala
289,2,Pastor,2019,Hagen,Kogle,Kombrom
290,2,Pastor,2003-2007,Kote,Kalasa,Amugen
293,2,Pastor,2015,Hagen,Tiria,Emmanuel
295,2,Pastor,2012-2015,Hagen,Kotna,Wali
296,2,Pastor,2021,Hagen,Alta,Pagar Parish
298,2,Pastor,2000-2008,Ukata,Teptep,Wadabong
300,2,Preaching,2010,Kainantu,Kambaidam,Lutheran C
301,2,Pastor,2007-2011,Kainantu,Town,Yonki
401,2,Pastor,3 YEARS,Jiwaka,Dawoo,Border
403,2,Pastor,2000-2005,Jiwaka,Tapi,Ngamba
406,2,Teacher,1976,Kainantu,Raipinka,Yomuna
408,2,Youth Director,1985-1997,Ampo,Head Office,
409,2,Parish Evangelist,1982-2004,Kainantu,Raipinka,Imune
410,2,Youth Work,1979,Goroka,Finitugu,Vitix
411,2,Pastor,2016,Jiwaka,Tapibuka,
487,2,Pastor,2021-2022,Hagen,Alilena,Sipuma
499,2,Borona,1981,Imanuel,Tiripini,Kauow
501,2,Bible Schoop Teacher,1979,Immanuel,Mendi,Birop Bible School
503,2,,2015-2016,Hagen,Kotna,Teka
504,2,Pastor,1987-1996,Goroka,Ponampa,Suvaira
505,2,Dilogue,2002-2003,Kainantu,Kainantu,Town
506,2,Dilogue,2002-2003,Kainantu,Kainantu,Town
507,2,Pastor,2014-2023,Jiwaka,Kerowagi,
508,2,Pastor,1999,Jiwaka,Dawoo,Toramesugo
509,2,Pastor,1992,,,
510,2,Pastor,1986-1988,Jiwaka,Dawoo,
511,2,,1995-1996,Jiwaka,,
513,2,,2009-2013,Madang,Biliyau,Kwadam
514,2,,1996,,,
516,2,Pastor,1989,Kainantu,Lihona,Kuyahapa
76,3,Chappling,2020,Karkar,Bumsol,Mapor
77,3,Ass Pastor ,2020-22,Yabim,Wampar ,Sampi
78,3,Pastor,2023-2028,Yabim,Wampar,Sampi
80,3,Student ,2014-18,Hagen,Ogelbeng,Ogelbeng
82,3,Pastor ,1999-2000,Yabim,Menyamya ,Kapo
106,3,Tabibuga Circuit Secretary,2006 - 2011,Jiwaka,Tabibuga,
107,3,C\Seket Pr,2014-18,Madang,,
124,3,Parish Pastor,2019-2024,Immanuel,Mendi,Okaiya Parish
94,3,Pastor,2000-3,Goroka ,Rongo,Kokofo
97,3,Pastor,2018-24,Goroka,Fayantina ,Ishmile 
103,3,Pastor,2019-24,East Simbu,Mu ,Beyosce
109,3,Pastor,2013-15,Simbu,Nonumba,Nonumba
112,3,Pastor,2022-24,Karkar,Bumso,Heba
115,3,Pastor,2015-2024,Mendi,Mendi,Pirop
117,3,Pastor,1999-03,Simbu,Ega,Ega
120,3,Pastor,2016- 24 ,Papua ,,Hohola 
156,3,Lecturer,2020-24,Hagen,Ogelbeng ,Leacturer
162,3,National Church Council Member,2023-2024,Hagen,Ogelbeng,Ogelbeng
164,3,Chaplain,2020-2022,Simbu,Ega,Kundiawa Lutheran Day High School
168,3,Pastor ,2013-2017,Siassie,Kaimana,Tuiam
169,3,Pastor,2022-2027,Kote,Zaka,Mawainageng
183,3,Chaplain,2016-2024,,,Muaina Secondary
184,3,Pastor ,1991-2023,Immanuel ,Mendi,Birop
185,3,,2023,,,
187,3,,2017,,,
190,3,Pastor,2005-2008,Kote,Kalasa,Gitukea
194,3,Pastor,2016-2020,Yabem,Deka ,Dangerhill
199,3,Pastor,1999-2003,Simbu,Monono,Kema
200,3,Seket President,1981-1995,Henganofi,Finintugu,Kamanotina
201,3,Parish Pastor,2020-2023,Kote,Sattelberg,Bowaza
204,3,Pastor,2006,Kote,Quembung,Guramuti
206,3,Good New Dirsctor,3 years,Kainantu,Raipinka,Jomuna
208,3,Secretary,1996-2000,Kainantu,Raipinka,Imune Paris
210,3,Circuit President,2000-2010,Kote,Quembung,
212,3,Pastor,1995-2002,Elc Papua,Emmanuel,Emmanuel
213,3,Parish Pastor,2021-2023,Kote,Somba,Betenongeng
214,3,,2017-2023,Kainantu,Finitugu,Kzimarena
215,3,Pastor,1996,Kote,Kalasa,Gitukia
217,3,Pastor Exchange,1984-1986,Bavaria,Germany,Germany
219,3,Pastor,2023-2024,Immanuel,Mendi,Bui Yebi Cis
220,3,Pastor,2013-2019,Yabim,Kaiapit,Yanekawan
222,3,Pastor,2019-2023,Yabem,Wampar,Gabsongkec Parish
223,3,Sande Skul,,Kainatu,Finintugu,Seket Levol
228,3,Pastor,2002-2012,Kote,Kalasa,Kquome
229,3,Parish And Circuit Study Master,2008-2023,Kainantu Church,Kambaidam,Ona Binumarien
231,3,Pastor,1993-1996,Immanuel,Mendi,Karel
233,3,Ri,2014,Kainantu,Raipinka,Onenofi Pri-School
236,3,S/S Tisa,2007-2009,Kainantu,Raipinka,Bus Division
238,3,Secretary,2015-2018,Kainantu,Raipinka,Mako Congregation
240,3,Pastor,3,Kote,Hube,Wengai
242,3,Kong Evangelist,2012,Kainantu,Raipinka,Bus Division
243,3,,2014,,,Siri
244,3,Cirtciut President,2008-2023,Kaiantu,Raipinka,Circuit
247,3,Parish Pastor,2022,Kote,Somba,Kemaip
249,3,Pastor,2015-2019,Simbu,Kiunu,Institution
251,3,School Chaplain,1991-1995,,,
253,3,Pastor,2010-2015,Ukata,Teptep,Keweng
254,3,Goodnews Director,2023,Hagen,District,District
255,3,Pastor,2017-2018,Yabim,Lae City,
261,3,Pastor,2002-2008,Yabem,Malaclo,Buakap Congrigation
262,3,Pastor,2012-2020,Yabem,Yabem,Simbang
145,3,Pastor,1992-94,Simbu ,Nomane ,Dulai
154,3,Pastor,1993-98,Simbu,Karamui,Walai
157,3,Pastor,2021-24,Goroka,Fayantina ,Boda 
306,3,Pastor,2017-2022,Kate,Zaka,
307,3,On Study,2015-2016,Mls,,
309,3,Pastor,2019-2023,Yabem,Menyamya,Like I Parish
310,3,,11,,,
467,3,Pastor,2011-2012,Jiwaka,Kol,
469,3,Pastor,2021,Hagen,,
470,3,Pastor,2020,Jiwaka,Kuma,
474,3,.,2008~2018,.,.,Morunda
486,3,Youth Leader,1986-1996,Immanuel,Tiripini,Calvary
487,3,Pastor,2023-2024,Immanuel,Wabi,Sumi
503,3,Chaplain,2017-2023,Jiwaka,Banz,Banz
504,3,Pastor,1997-1999,Goroka,Ponampa,Seket Stesin
505,3,Lutheran Students Chaplin,2005-2009,Okapa Secondary School,Tarabo,
506,3,Lutheran Students Chaplin,2005-2009,Okapa Secondary School,Tarabo,
508,3,Pastor,2003,Jiwaka,Dawoo,Kulkai
509,3,Lecturer,1994,,,
510,3,Circuit President,1989-1994,Jiwaka,Dawoo,
513,3,,2014-2017,Simbu,Towadong,Keyane
516,3,Pastor,2018,Kainantu,Lihona,Yagafonave
520,3,,2023,,,
2,4,V/President,2010,Kote,Quembung,Quembung
39,4,Pastor ,2010,Siassi ,Maboy ,Sakar
45,4,,2009-2013,Jiwaka ,Awage ,Awage 
50,4,Pastor,2018-2023,Kainantu ,Lihona,Yagafonave
54,4,Course Teacher,2023,Kainantu,Lihona,Yagafonave
68,4,Pastor ,1997-99,Karkar ,Samoan ,Kiti
73,4,Circuit Pastor ,1998-2018,Hagen ,Siti Seket,Hagen Siti Seket
77,4,Pastor ,2023,Yabim,Malalo,Kisiwaga
80,4,Pastor ,2019-23,Yabem,Menyamya ,Kokai Paris 
82,4,Pastor ,2005-07,Yabim,Menyamya,Tsewi
106,4,Tabibuga V/President,2012-2019,Jiwaka,Tabibuga,
107,4,Seket Pre,2019-24,Madang ,,
135,4,Pastor,2014-2020,Simbu,Kamane,Urr Congregatiom
144,4,Seket Presidentnt,2011-2024,Goroka,,
145,4,Seket Prs,1995-01,Simbu,Nomane ,
146,4,Circuit President,2005-2010,Immnauel,Ialibu,Yalo Parish
164,4,A/Circuit Pastor,2023-2024,Simbu,Ega,Ega
168,4,Pastor,2018-2022,Yabem,Lae City,Redimeer 
255,4,Pastor,2019-2020,Yabim,Lae City,
261,4,Pastor,2009-2013,Yabem,Yabem,Malasiga Parish
262,4,Pastor,2021-2025,Yabem,Malalo,Laukanu
272,4,Pastor/Chaplain/Seket Pastor,2024,Hagen,Baiyer,Sawap Congregation/Hagen Secondary
275,4,Pastor,1978-2023,Immanuel,Mendi,Marimari
281,4,District Sunday School,2017-2024,Kote,,
282,4,Chaplain,2023,Kote,Quembung,Suqang Lutheran Primary School
286,4,Pastor,2017,Kainantu,Tenta,Urara
290,4,Pastor,2011-2022,Kote,Kalasa,Ririwo
294,4,Etc,1982,Training,Amron,Madang
298,4,President,2014-2023,Ukata,Timbe,Hengune
300,4,,2011,Kainantu,Kambaidam,Arau 2
307,4,Chaplain,2018-2019,Simbu,Omkolai,Doliba High School
410,4,Seket Sunday School,1993,Kainantu,Finintugu,Naila
414,4,Hetman,2019,Obura Wan,Town Circuit,Bundaera
425,4,Pastor,1998-2000,Kainantu,Finintugu,Loa Duna Paris
428,4,Pastor,2001,Kainantu,Finituge,Numuyage
429,4,Pastor,2005-2012,Kainantu,Finintugu,Naula Parish-Parish
430,4,Good News Director,2016,,,
431,4,Good News Director,2016,Kainantu,Finintugu,"Sky, Naira"
432,4,Pastor,2004,Simbu,Monono,Station Congregation
433,4,Pastor,2022-2023,Jiwaka,Banz,Gawai
435,4,,,Chimbu,Kup,Mgurumu
436,4,,2019-2021,Kainantu,Finitugu,Kzimarena
438,4,Chaplain-Onerunka Sec,2021-2023,Kainantu,Raipinka,Nerunka Secondary
439,4,Chaplin,2022,Kainantu,Finintugu,Kzinare
440,4,Lecture,2017-2024,,,Institution
446,4,Parish Pastor,1998-2003,Jiwaka,Kerowagi,
2,5,Pastor,2014,Yabim,Yabim,Bethlehem
18,5,Pastor ,2018,East Simbu, Mu,Sulo
28,5,Secretary ,2016-20,Jiwaka ,Trinity ,Jiwaka District 
29,5,Presiden,2001-2008,Kainantu,Lihona,Seket
39,5,Pastor ,2022,Siassi ,Aimalu ,Arot
45,5,,2014- 2018,Chimbu,Omkoiai,Omkoiai
68,5,Vias Siaman,2000-03,Karkar ,Bagiai,Kanab 
73,5,Gutnius Dir,2023,District ,Siti Seket ,Hagen Siti Seket
286,5,Pastor,2019,Kainantu,Raipinka,Mabruko
294,5,Spetemba 18,1983,Gred Vesau,,
407,5,District Master-Was Papa,2014-2023,,,
408,5,Kainantu District Advisor,2017,,,
417,5,Youth Coordinator,2023,Kainantu,,
425,5,Circuit President,2001-2008,Kainantu,Lihona,Circuit
428,5,Pastor,2007-2023,Kainantu,Tenta,Noraenta
429,5,Parish Pastor,2014-2016,Goroka,Fayantina,Riwo Parish
432,5,Pastor,2016,Kainantu,Finintugu,Numazag-Congregation
462,5,Pastor,2022-2023,Kainantu,Ponampa,Division
464,5,Parish Pastor,2023,Jiwaka,Kol,
466,5,Circuit President,2003-2009,Goroka,Bena,Circuit
467,5,Pastor,2023,Jiwaka,Kol,
468,5,Pastor,2011-2023,Kainantu,Raipinka,Zomuna
470,5,Parish Pastor,2022,Jiwaka,Kuma,
488,5,Pastor,1994-2024,Emanuel,Mendi,Karel Parish
501,5,Sekey President,1997-2006,Immanuel,Mendi,Mendi Town
504,5,Pastor,2004-2007,Kianantu,Town,Ataru
505,5,Teacher/Pastor,2017,Jiwaka,Dawo Seket,
506,5,Teacher/Pastor,2017,Jiwaka,Dawo Seket,
508,5,Pastor,2020,Jiwaka,Dawoo,Kondugl
509,5,Chaplian,2006,,,
510,5,District President,2007-2014,Jiwaka,Jiwaka,
511,5,,2018-2021,Jiwaka,,
514,5,,2018,,,
529,5,Secretary,2016-2010,Jiwaka,Trinity,
2,6,Chaplain,2020,Yabim,Lae City,Buimo Cis
18,6,Pastor,2023,East Simbu,Sekum,Du Kere
28,6,Secretary ,2022-23,Jiwaka ,Trinity ,Trinity 
29,6,Presiden,2009-2019,Kainantu,Lihona,Seket
39,6,Dist Gutnius Director ,2023,,,
45,6,,2019-2023,Jabem ,Lae City,Benong Parish 
106,6,Tabibuga Circuit President,2021- Current,Jiwaka,Tabibuga,
145,6,Chaplin ,2008-24,Simbu ,Kundiawa Hospital,
154,6,Chaplin,2009-14,Simbu ,Monono,Yauwe Moses Sec
183,6,Est.Kings,2019,East Simbu,Kings,Suai Llg
187,6,,2020,,,
117,6,Pastor,2022-24,Simbu,Kk,Kk
207,6,Partnership,,,&,
286,6,Pastor,2021,Kainantu,Finintugu,Kamanontina
300,6,,2016,Kainantu,Kambaidam,Kuranka
307,6,Chaplain,2023,Goroka,Goroka Town,Goroka Base Hospital
324,6,Seket President,2023-2024,Kote,Sattelberg,Wemo
327,6,Labu,2011-2017,Yabem,Lae,St Kelamu
334,6,Pastor,2007,Hagen,,
344,6,,2021-2024,Kote,Quembung,
346,6,,2014-2015,,,
408,6,Bible Study,2017,,,Raipinka
425,6,Circuit Pastor,2009-2019,Kainantu,Lihona,Circuit
429,6,Parish Pastor,2029-2021,Goroka,Fayantina,Ismael Parish
432,6,Pastor,2021,Kainantu,Finintugu,Oyamari-Congregation
446,6,Student,2005,,,
462,6,Elected District Good News Director,2023,,,
466,6,Good News-Cordinator,2010-2023,Kainantu,Ponampa,Circuit
470,6,Parish Pastor,2023,Jiwaka,Kuma,
504,6,Sarlin,2008-2014,Kainantu,Raipinka,Onerunka High  School
505,6,Ass Pastor,2018-2019,Hagen District,Kotna Seket District,Seket
506,6,Ass Pastor,2018-2019,Hagen District,Kotna Seket District,Seket
509,6,Lecturer,2019,,,
510,6,Pastor,2016-2020,Jiwaka,Dawoo,
514,6,Pastor,2023,Kainantu,Lihona,Yagafonave
529,6,Sectretary,2020-2023,Jiwaka,Trinity,
29,7,Paris Presiden,2021-2023,Kainantu,Lihona,Herave
68,7,Pastor ,2005-07,Karkar ,Tagub,Tulgui
154,7,Chaplin ,2015-24,Simbu ,Dumagome,Chuave Hospital
187,7,Chaplain,2022,,Ky,Tvet
217,7,District President,2005-2010,Kote,,
231,7,Pastor,2008-2013,Immanuel,Mendi,"Anga, Lumbu"
261,7,Goodnews Secretary,2022- 2024,Yabem,,Ampo. Yabem District Office.
286,7,Pastor,2022,Kainantu,Finintugu,Kamanontina
300,7,,2017,Kainantu,Kambaidam,Pupyia
346,7,Pastor/Teacher,2016-2024,Kote,,He;Ldsbach
446,7,Chaplain,2006-2008,Jiwaka,Kerowagi,
504,7,Distict Gunius Director,2015-2029,Kainantu,District,Kainantu
505,7,Teacher/Seket,2020-2021,Jiwaka,Kol Seket,
506,7,Teacher/Seket,2020-2021,Jiwaka,Kol Seket,
509,7,Lecturer,2020,,,
510,7,Pastor,2021-2023,Jiwaka,Dawoo,
68,8,Youth Pastor,2007-23,Karkar ,Tagub ,Seket 
154,8, ,,,,
217,8,Pastor,2011-2020,Kote,,
231,8,Pastor,2014-2024,,,
286,8,Pastor,2023,Kainantu,Finintugu,Kamanontina
429,8,,,,,Naila Parish
446,8,Parish Pastor,2014-2020,Jiwaka,Kerowagi,
504,8,District President,2020-2023,Kainantu,Distict,Kianantu
446,9,Good News Director,2020-2024,Jiwaka,Jiwaka,
72,1,Pastor,2019-2023,,,
98,1,Parish Pastor,2013-2019,Goroka,Tarabo,Nazareth Parish/Ek Cong
104,1,Parish Pastor,2015-2020,Hagen,Alta,Pisiga Parish
108,1,Layman,2000-2012,Hagen,Alta,Immanuel Congregation
110,1,Seket Secretary,1991-1994,Hagen,Baiyer,Kingaringa
111,1,Youth Leader,1988-1992,Immanuel,Tiripini,Marapi Congregation
118,1,Congregation Pastor,2004-2010,Hagen,Alkena,Alta Parish
122,1,Parish Pastor,2009-2016,Immanuel,Wabi,Paribe Parish
124,1,Parish Pastor,2013-2015,Jiwaka,Kuma,Pigimape Parish
127,1,Parish Pastor,2011-2016,Simbu,Monono,Mam Parish
260,1,Pastor,2009-2016,Hagen,Tiria,Nebilyer
261,1,Pastor,1992-1994,Yabem,Wantoat,Gibua Parish
2,2,Pastor,2000,Kote,Quembung,Hamaka Parish
92,2,Parish President,1998-2005,Kainantu,Finingtugu,Kafetina Parish
96,2,Parish President,2016-2024,Immanuel,Imbongu,Giluwe
98,2,Parish Pastor,2021-2024,Goroka,Tarabo,Kayagana Parish/Tmoke Cong
104,2,Parish Pastor,2021-2024,Immanuel,Imbongu,Pombi Parish
110,2,Seket President,1889-2018,Hagen,Baiyer,Baiyer
118,2,Congregation Pastor,2011-2024,Hagen,Alkena,Papragle
122,2,Parish Pastor,2017-2024,Immanuel,Wabi,Sumi Parish
124,2,Parish Pastor,2016-2018,Jiwaka,Tapi,Jeremiah Parish
126,2,Parish Pastor,2023-2024,Jiwaka,Trinity,Awage Parish
127,2,Congregation Pastor,2017-2020,Simbu,Kagai,Bethel Parish
135,2,Pastor,2001-2006,Simbu,Kianu,Mute Congregation
138,2,Pastor,2006-2015,Simbu,Omkolai,Wikauma Parish
139,2,Pastor,2020 Oct - 2024,East Simbu,Kate Jabem Memorial,
141,2,Parish Chairman,2018-2024,Goroka,Tarabo,Keagana Parish
144,2,Pastor,2000-2004,Goroka,Aguto - ,Wok-Misin Eria
146,2,Pastor,1993-1997,Immanuel,Ialibu,Imbo/Kewa Parish
149,2,Pastor,2019-2024,Hagen,Ogelbeng,Kleam Congregation
152,2,Assistant Pastor,2020-2024,Jiwaka,Dawoo,Boda Parish
158,2,Pastor,2021-2024,Goroka,Fayantina ,Rivo Parish
162,2,Circuit President,2023-2024,Hagen,Ogelbeng,Ogelbeng
164,2,Pastor,2016-2019,Simbu,Tumagomia,Exodus Congregation
165,2,Parish Pastor,1990-Current,Immanuel,Wapi,Rula Parish
167,2,Parish Pastor,2019 - Current,Simbu,Omkolai,Dickbomai Parish
168,2,Vicar,2011-2012,Yabim,Lae City,Redimeer 
169,2,Pastor ,2017-2021,Kote,Qembung,Babuso
194,2,Pastor,2011-2015,Yabem,Laulu,Wagang
199,2,Pastor,1993-1998,Kote,Kalasa,Kanome
201,2,Parish Pastor,2013-2018,Kote,Sattelberg,Efa
204,2,Pastor,2002,Kote,Quembung,Hamaka
205,2,Parish Pastor,2014-2020,Kote,Kalasa,Tigasu
206,2,Chaplin,2007-2012,Kainantu,Raipinka,Jomuna
208,2,Sunday School Teacher,1990-1996,Kainantu,Raipinka,Imung Paris
210,2,Parish Pastor,1991-1997,Kote,Quembung,Babaso
212,2,Pastor,1990-1994,Elc Papua,Western,Kiunga Tabubil
213,2,Kaunseling,2018-2020,Kote,Sattelberg,Bomaza
215,2,Pastor Chaplain,1995,Ukata,Ulap,Weluwelu
216,2,Parish Pastor,2019-2024,Immanuel,Wabi,Paripia - Yame Congregation
217,2,Pastor,1981-1983,Jabem,Menyamya,Meqa Station
219,2,Tpastor,2018-2023,Immanuel,Mendi,
220,2,Pastor,2010-2013,Menyamya,Yabim,Kwaplalim
222,2,Pastor,2014,Yabem,Lae City,Kalvary Parish
223,2,Yut Lida,,Kainantu,Finintugu,Seket Levol
224,2,,2003-2023,,,
227,2,Ordained,Jan 18 1987,,,
228,2,Pastor,1999-2005,Kote,Kalasa,Tibaki
229,2,Practical Teaching,1990,Yabem,Salamoa,Buakap
231,2,Pastor,1991-1992,Kote,Tapen,Munjel Aiyagat
233,2,Sunday School Teacher,2010-13,Kianantu,Raipinka,Onenofi Kgg
236,2,Layman,2005-2020,Kainantu,Raipainka,Onenofi
237,2,Pastor,2003,Kote,Dedua,
238,2,Music Master,2013-2015,Kainantu,Raipinka,Onenofi Congretaion
240,2,Pastor,2,Kote,Hube,
304,2,Pastor,2021,Hagen,Kalavary,Mara
306,2,Pastor,2008-2014`Pastor,Karkar,Klubob,Yagedan
307,2,Pastor,2011-2014,Hagen,Ogelbeng,Miketimb
309,2,Student,2014-2018,Hagen,Ogelbeng,Ogelbeng
310,2,,2020-2022,Yabem,Wampar,Wampar
312,2,Parish Pastor,2011-2024,Ukata,Komba,Indagen
315,2,Pastor,2021,Hagen,Tiria,Tondmang
316,2,,1996-2024,Immanuel,Mendi,Marmari
317,2,Pastor,2023,Hagen,Kalvari,Pulik
319,2,Pastor/Chaplain,1990-1998,Ukata,Ulap,Weluwelu
320,2,Pastor,2023,Hagen,Alta,Uka
324,2,Parish Pastor,1992-2001,Kote,Sattelberg,Kitaka
327,2,Gerehu,1990-1995,Papua,Gerehu,Kirapbek
329,2,Pastor,2020-2022,Yabem,Menyamya,Jai Parish
331,2,Pastor,2015-2021,Yabem,Yabem,Buma Parish
332,2,Parish Pastor,2016-2020,Yabem,Laulu,Wangang
333,2,Pastor,2010-2015,Jabem,Deka,Kapakona
334,2,Pastor,1990-1992,Immanuel,Ialibu,Wagulume
337,2,Pastor,2009-2016,Kote,Garaina,
340,2,,1995-2000,Kainantu,Raipinka,Namongka
341,2,Pastor,2020,Kote,Quembung,Babuso
342,2,Pastor,2012-2016,Kote,Quembung,Guramot
344,2,,1999-2002,Kote,,
345,2,Pastor,2000-2024,Kote,Quembung,Babuso
346,2,Pastor,1985-1990,Kote,Hube,Kulungtufu
348,2,Gut Nius Director,2013-2017,Kote,Quembung,Hamaka
349,2,Parish Pastor,2013-2023,Kote,Sattelberg,Agororo
350,2,Pastor,2010~2023,Immanuel,Tiripini,Wala
354,2,Parish Pastor,1998-2002,Kote,Zaka,
355,2,Pastor,2023-2024,Kote,Sattelberg,Fosama
356,2,Pastor,2009~2024,Immanuel,Imbongu,Giluwe/Lepora
358,2,Pastor,1990~1997,Immanuel,Tiripini,Kawo
362,2,Pastor,2010~2024,Immanuel,Wabi,
374,2,Parish Pastor,2006-2016,Goroka,Asaroka,Yaukawe
375,2,Parish Pastor,1991-1996,Kote,Sattelberg,Fosama
376,2,Pastor,1992-1996,Kote,Hube,Kulungtufu
377,2,Pastor,1995-1999,Kainantu,Raipinka,Agarabe
